name,lastName,age,country,gender,wealthSource,,,
Lo Siu-tong, Lo,88, Hong Kong,M, real estate, hotels,,
Tobi Lutke, Lutke,37, Canada,M, e-commerce,,,
Ma Yunsheng, Ma,55, China,M, energy,,,
Ziyavudin Magomedov, Magomedov,49, Russia,M, port, gas,,
Terence (Terry) Matthews, Matthews,75, Canada,M, telecom,,,
Andrei Molchanov, Molchanov,46, Russia,M, construction materials,,,
Ni Zhaoxing, Ni,62, China,M, real estate,,,
Kentaro Ogawa, Ogawa,69, Japan,M, restaurants,,,
Erik Paulsson, Paulsson,76, Sweden,M, construction, real estate,,
Stefan Pierer, Pierer,61, Austria,M, automotive,,,
Michael Price, Price,65, United States,M, investments,,,
Clayton Riddell, Riddell,80, Canada,M, oil & gas,,,
Boris Rotenberg, Rotenberg,61, Russia,M, construction, pipes, chemicals,
Igor Rybakov, Rybakov,46, Russia,M, building materials,,,
Stephen Saad, Saad,54, South Africa,M, pharmaceuticals,,,
K. Rai Sahi, Sahi,72, Canada,M, real estate,,,
Airat Shaimiev, Shaimiev,56, Russia,M, refinery, chemicals,,
Radik Shaimiev, Shaimiev,53, Russia,M, refinery, chemicals,,
Shang Jiyong, Shang,50, China,M, tires, chemicals,,
S.D. Shibulal, Shibulal,63, India,M, software services,,,
Ron Sim, Sim,59, Singapore,M, retail,,,
Leonid Simanovsky, Simanovsky,68, Russia,M, investments,,,
Basudeo Singh, Singh,77, India,M, pharmaceuticals,,,
Samprada Singh, Singh,92, India,M, pharmaceuticals,,,
Terry Snow, Snow,74, Australia,M, airports, real estate,,
Harjo Sutanto, Sutanto,92, Indonesia,M, consumer goods,,,
Yoshikazu Tanaka, Tanaka,41, Japan,M, social network,,,
Rit Thirakomen, Thirakomen,66, Thailand,M, restaurants,,,
Tian Ming, Tian,64, China,M, measuring instruments,,,
Ion Tiriac, Tiriac,79, Romania,M, banking, insurance,,
Ivar Tollefsen, Tollefsen,57, Norway,M, Real estate,,,
Thomas Tull, Tull,48, United States,M, movies,,,
John Van Lieshout, Van Lieshout,72, Australia,M, real estate,,,
Wang Han, Wang,30, China,M, airline,,,
Wang Junjin, Wang,49, China,M, airline,,,
Wang Wenbiao, Wang,61, China,M, natural gas, fertilizers,,
Wu Daohong, Wu,52, China,M, energy services,,,
Wu Yiling, Wu,68, China,M, pharmaceuticals,,,
Xiu Laigui, Xiu,63, China,M, pharmaceuticals,,,
Xu Xudong, Xu,48, China,M, auto parts,,,
Xue Hua, Xue,48, China,M, Agribusiness,,,
Vadim Yakunin, Yakunin,55, Russia,M, pharmacy,,,
Yan Yude, Yan,57, China,M, private schools,,,
Yang Keng, Yang,57, China,M, real estate,,,
Yang Shaopeng, Yang,60, China,M, Shipping,,,
Zhang Cheng Fei, Zhang,50, China,M, paper & related products,,,
Zhang Jingzhang, Zhang,82, China,M, precision machinery,,,
Zhang Keqiang, Zhang,58, China,M, real estate,,,
Zhang Xuanning, Zhang,48, China,M, retail,,,
Zhang Zhangsun, Zhang,61, China,M, real estate,,,
Zhou Bajin, Zhou,83, China,M, auto parts,,,
Zhou Wenyu, Zhou,53, China,M, real estate,,,
William Ackman, Ackman,52, United States,M, hedge funds,,,
Hamdi Akin, Akin,63, Turkey,M, diversified,,,
Mehmet Aydinlar, Aydinlar,61, Turkey,M, hospitals,,,
Guido Barilla, Barilla,59, Italy,M, Barilla pasta,,,
Luca Barilla, Barilla,58, Italy,M, Barilla pasta,,,
Paolo Barilla, Barilla,57, Italy,M, Barilla pasta,,,
J. Hyatt Brown, Brown,80, United States,M, insurance,,,
Hideyuki Busujima, Busujima,65, Japan,M, pachinko machines,,,
Chen Jinshi, Chen,55, China,M, construction, real estate,,
Chen Shiliang, Chen,54, China,M, polyester,,,
Gustavo Cisneros, Cisneros,73, Venezuela,M, media,,,
Sandor Csanyi, Csanyi,65, Hungary,M, finance, real estate,,
Dang Yanbao, Dang,45, China,M, coal,,,
Bharat Desai, Desai,65, United States,M, IT consulting,,,
Joseph Edelman, Edelman,63, United States,M, hedge funds,,,
Andrei Filatov, Filatov,46, Russia,M, ports, railway transport,,
Paul Fireman, Fireman,74, United States,M, Reebok,,,
J. Christopher Flowers, Flowers,60, United States,M, investments,,,
Fu Kwan, Fu,60, China,M, real estate, diversified,,
Drew Houston, Houston,35, United States,M, file hosting service,,,
Huang Shilin, Huang,51, China,M, storage batteries,,,
Huang Wen Tsai, Huang,64, China,M, real estate,,,
Mohammed Ibrahim, Ibrahim,72, United Kingdom,M, communications,,,
Hiroshi Ishibashi, Ishibashi,71, Japan,M, tires,,,
Jonas Kamprad, Kamprad,52, Sweden,M, IKEA,,,
Mathias Kamprad, Kamprad,48, Sweden,M, IKEA,,,
Peter Kamprad, Kamprad,54, Sweden,M, IKEA,,,
Richard Kayne, Kayne,72, United States,M, investments,,,
Koh Wee Meng, Koh,54, Singapore,M, real estate, hotels,,
Lam Lung On, Lam,53, China,M, real estate,,,
Isaac Larian, Larian,64, United States,M, toys,,,
Frank Laukien, Laukien,58, United States,M, scientific equipment,,,
Lee Joon-Ho, Lee,53, South Korea,M, online games,,,
Lee Sang-Hyuk, Lee,47, South Korea,M, investments,,,
Randolph Lerner, Lerner,56, United States,M, banking, credit cards,,
David Xueling Li, Li,45, China,M, live streaming service,,,
Liang Feng, Liang,49, China,M, manufacturing,,,
Liang Guangwei, Liang,54, China,M, conglomerate,,,
Liang Shezeng, Liang,86, China,M, real estate,,,
Liao Chang, Liao,52, China,M, wine,,,
Liu Zhendong, Liu,47, China,M, industrial parks,,,
Liu Zhiqiang, Liu,53, China,M, conglomerate,,,
Jonathan Lu, Lu,49, China,M, e-commerce,,,
William Macaulay, Macaulay,72, United States,M, energy investments,,,
John Martin, Martin,67, United States,M, pharmaceuticals,,,
Satish Mehta, Mehta,67, India,M, pharmaceuticals,,,
Nikita Mishin, Mishin,46, Russia,M, ports, railway transport,,
Konstantin Nikolaev, Nikolaev,47, Russia,M, ports, railway transport,,
Simon Nixon, Nixon,50, United Kingdom,M, price comparison website,,,
["Michael OLeary", "OLeary",57, Ireland,M, Ryanair,,,
Roberto Ongpin, Ongpin,81, Philippines,M, diversified,,,
Frank Otto, Otto,60, Germany,M, retail,,,
Alberto Palatchi, Palatchi,68, Spain,M, wedding dresses,,,
Andrei Rappoport, Rappoport,55, Russia,M, investments,,,
Igor Rotenberg, Rotenberg,45, Russia,M, construction, real estate,,
Alan Rydge, Rydge,66, Australia,M, entertainment,,,
Chris Sacca, Sacca,43, United States,M, venture capital investing,,,
Alexander Samwer, Samwer,43, Germany,M, tech investments,,,
Marc Samwer, Samwer,47, Germany,M, tech investments,,,
Oliver Samwer, Samwer,44, Germany,M, tech investments,,,
Neil Shen, Shen,50, Hong Kong,M, venture capital,,,
Albert Shigaboutdinov, Shigaboutdinov,65, Russia,M, refinery, chemicals,,
Shin Dong-Joo, Shin,64, South Korea,M, retail,,,
Analjit Singh, Singh,64, India,M, healthcare,,,
Stephen Smith, Smith,67, Canada,M, finance and investments,,,
Michael Steinhardt, Steinhardt,77, United States,M, finance,,,
Rustem Sulteev, Sulteev,64, Russia,M, refinery, chemicals,,
Hary Tanoesoedibjo, Tanoesoedibjo,52, Indonesia,M, media,,,
Sukanto Tanoto, Tanoto,68, Indonesia,M, diversified,,,
Tiong Hiew King, Tiong,83, Malaysia,M, timber, media,,
Steven Tisch, Tisch,69, United States,M, insurance,,,
James Truchard, Truchard,74, United States,M, software,,,
Vardis Vardinoyannis, Vardinoyannis & family,85, Greece,M, oil and gas,,,
Murat Vargi, Vargi,70, Turkey,M, telecom,,,
Wang Miaotong, Wang,61, China,M, auto parts,,,
Wang Zhenghua, Wang,74, China,M, budget airline,,,
Myron Wentz, Wentz,78, St. Kitts and Nevis,M, health products,,,
Yao Jinbo, Yao,42, China,M, online marketplace,,,
Zhou Zongwen, Zhou,61, China,M, jewelry,,,
Cao Kejian, Cao,56, China,M, air compressors,,,
Yvon Chouinard, Chouinard,79, United States,M, Patagonia,,,
Jack Cockwell, Cockwell,77, Canada,M, Real Estate, Private Equity,,
John Collison, Collison,27, Ireland,M, Stripe,,,
Patrick Collison, Collison,29, Ireland,M, Stripe,,,
Henry Davis, Davis,67, United States,M, beef processing,,,
Francois Feuillet, Feuillet,69, France,M, motorhomes, RVs,,
Susumu Fujita, Fujita,45, Japan,M, internet media,,,
David Hall, Hall,66, United States,M, automotive technology,,,
Masayuki Ishihara, Ishihara,69, Japan,M, pachinko machines,,,
Jiang Xuefei, Jiang,48, China,M, printed circuit boards,,,
David Kabiller, Kabiller,54, United States,M, investment management,,,
Morris Kahn, Kahn,88, Israel,M, software,,,
Michael Kim, Kim,54, South Korea,M, Investment,,,
Ihor Kolomoyskyy, Kolomoyskyy,55, Ukraine,M, banking, investments,,
Koo Bon-Sik, Koo,59, South Korea,M, electronics/household products,,,
Theodore Leonsis, Leonsis,62, United States,M, sports teams,,,
Lev Leviev, Leviev,62, Israel,M, diamonds,,,
John Liew, Liew,50, United States,M, Investment Management,,,
Liu Jincheng, Liu,53, China,M, lithium batteries,,,
Duncan MacMillan, MacMillan,80, United States,M, Bloomberg LP,,,
George Marcus, Marcus,76, United States,M, real estate,,,
Bernardo Matte, Matte,62, Chile,M, paper,,,
Mi Enhua, Mi,60, China,M, retail,,,
Lowell Milken, Milken,69, United States,M, investments,,,
Nirmal Minda, Minda,60, India,M, auto parts,,,
Martin Selig, Selig,80, United States,M, real estate,,,
Evan Sharp, Sharp,35, United States,M, Pinterest,,,
Axel Stawski, Stawski,67, United States,M, real estate,,,
Surin Upatkoon, Upatkoon,69, Thailand,M, telecom, lotteries, insurance,
Alexander Vik, Vik,63, Norway,M, investments,,,
V. Prem Watsa, Watsa,67, Canada,M, insurance, investments,,
Sandy Weill, Weill,85, United States,M, Citigroup,,,
Wu Chung-yi, Wu,59, Taiwan,M, manufacturing,,,
Yao Xinyi, Yao,53, China,M, air conditioning,,,
Zhao Xiaoqiang, Zhao,51, China,M, fashion, entertainment,,
Zhu Xingming, Zhu,51, China,M, electrical equipment,,,
John Gokongwei, Jr. Gokongwei,91, Philippines,M, food and beverage,,,
Enrique Razon, Jr. Razon,58, Philippines,M, ports,,,
Robert Coyiuto, Jr. Coyiuto,65, Philippines,M, power,,,
Karl Scheufele, III. Scheufele,79, Switzerland,M, jewelry,,,
John Menard, Jr. Menard,78, United States,M, home improvement stores,,,
Thomas Frist, Jr. Frist,79, United States,M, health care,,,
Herbert Kohler, Jr. Kohler,79, United States,M, plumbing fixtures,,,
Edward Johnson, III. Johnson,87, United States,M, money management,,,
Edward Roski, Jr. Roski,79, United States,M, real estate,,,
Robert Rich, Jr. Rich,77, United States,M, frozen foods,,,
Rupert Johnson, Jr. Johnson,77, United States,M, money management,,,
Jeremy Jacobs, Sr. Jacobs,78, United States,M, concessions,,,
Paul Tudor Jones, II. Jones,63, United States,M, hedge funds,,,
Austen Cargill, II. Cargill,67, United States,M, Cargill,,,
James Cargill, II. Cargill,69, United States,M, Cargill,,,
Walter Scott, Jr. Scott,87, United States,M, utilities, telecom,,
Clemmie Spangler, Jr. Spangler,86, United States,M, investments,,,
H. Ross Perot, Sr. Perot,87, United States,M, computer services, real estate,,
Julian Robertson, Jr. Robertson,85, United States,M, hedge funds,,,
Edward Johnson, IV. Johnson,53, United States,M, money management,,,
Bernard Saul, II. Saul,86, United States,M, banking, real estate,,
Stephen Bechtel, Jr. Bechtel,93, United States,M, engineering, construction,,
Amos Hostetter, Jr. Hostetter,81, United States,M, cable television,,,
Henry Nicholas, III. Nicholas,58, United States,M, semiconductors,,,
William Conway, Jr. Conway,68, United States,M, private equity,,,
William Wrigley, Jr. Wrigley,54, United States,M, chewing gum,,,
Edward DeBartolo, Jr. DeBartolo,71, United States,M, shopping centers,,,
Stephen Mandel, Jr. Mandel,62, United States,M, hedge funds,,,
Drayton McLane, Jr. McLane,81, United States,M, Wal-Mart, logistics,,
Chase Coleman, III. Coleman,43, United States,M, hedge fund,,,
Frank Fertitta, III. Fertitta,56, United States,M, casinos, mixed martial arts,,
Ernest Garcia, II. Garcia,61, United States,M, used cars,,,
Julio Mario Santo Domingo, III. Santo Domingo,33, United States,M, beer,,,
H. Ross Perot, Jr. Perot,59, United States,M, real estate,,,
Herbert Allen, Jr. Allen,78, United States,M, investment banking,,,
Jim Justice, II. Justice,67, United States,M, coal,,,
Nicholas Pritzker, II. Pritzker,74, United States,M, hotels, investments,,
Richard Yuengling, Jr. Yuengling,75, United States,M, beer,,,
Cargill MacMillan, III. MacMillan,58, United States,M, Cargill,,,
B. Wayne Hughes, Jr. Hughes,57, United States,M, storage facilities,,,
Alfred West, Jr. West,75, United States,M, money management,,,
